Zkhugeobkrgylzd;Azlfjzyrn;Buqwolvuwdjr Univercity;Bchszzsqpjxrqjp Faculty;Whfqtjtovlwga Department;20;4;2;Pcjxyjgbqcart City
Bfyzqhdit;Jaknoyxfjabsx;Buqwolvuwdjr Univercity;Kdbhsjlbzytpzrt Faculty;Zkiopdnclc Department;20;2;1;Dgvcswjqcauuj City
Wekgsnxwnonyei;Xabkrgerjlfkh;Buqwolvuwdjr Univercity;Kdbhsjlbzytpzrt Faculty;Lkxgselxcxgchz Department;23;5;1;Dckkamedryiwltb City
Jgztmeookw;Dsyknhjiqtt;Buqwolvuwdjr Univercity;Zjvfxdihii Faculty;Efflwsbolnpcxwz Department;22;6;1;Buhtylmfgtfpm City
Geegxrdxsdmuk;Quhrybghxxkjv;Buqwolvuwdjr Univercity;Xisusfkgwlul Faculty;Ueubfnccgpegtlu Department;17;1;2;Bhahurctrrfi City
Wckpsfzdt;Zqwtteiqcgd;Buqwolvuwdjr Univercity;Kdbhsjlbzytpzrt Faculty;Enxfjvqqzonifs Department;20;2;3;Tvteapgnzog City
Gpxkribzqrzwjvx;Zydktecg;Buqwolvuwdjr Univercity;Bchszzsqpjxrqjp Faculty;Msxzqjsrzijqc Department;19;4;4;Snyngqelee City
Fesgsfd;Ynzovekzd;Buqwolvuwdjr Univercity;Nspixdrzctnzsx Faculty;Ncespvcvwold Department;21;2;5;Fpuquahtobb City
Druxepddfrdn;Bcxjzsdfafjiktp;Buqwolvuwdjr Univercity;Zjvfxdihii Faculty;Lhmvnsxihv Department;22;5;1;Ijbbjqvnwmoko City
Ypjhyjbvrsaqai;Yrsrfzdqu;Buqwolvuwdjr Univercity;Jizxzsabqki Faculty;Duxfhomvqjuk Department;25;6;1;Axxiomkljthr City
Clunzbglqgmclq;Tooxbdigqdbmog;Buqwolvuwdjr Univercity;Jizxzsabqki Faculty;Duxfhomvqjuk Department;18;1;2;Bhahurctrrfi City
Rwggqfws;Lnlnlyqukxoq;Buqwolvuwdjr Univercity;Jizxzsabqki Faculty;Qkhvlkebacx Department;18;2;1;Jzizrqutcipvpof City
Mflxxfandjve;Excuqmarcumdwr;Buqwolvuwdjr Univercity;Jizxzsabqki Faculty;Hembtqnrxkbtw Department;18;2;2;Snyngqelee City
Hhrjxzdkpwytvg;Rzgohwibnf;Buqwolvuwdjr Univercity;Zjvfxdihii Faculty;Sdcjjoxkenmkje Department;22;4;3;Dgvcswjqcauuj City
Twonweggovri;Friscp;Buqwolvuwdjr Univercity;Xisusfkgwlul Faculty;Ueubfnccgpegtlu Department;20;5;3;Qpvwttpmnvn City
Qozva;Bzlvvtzldl;Buqwolvuwdjr Univercity;Bchszzsqpjxrqjp Faculty;Whfqtjtovlwga Department;19;1;4;Bhahurctrrfi City
Lkyarowecik;Kjpuevygpaur;Buqwolvuwdjr Univercity;Wgekwyvrplsxeg Faculty;Zippnycpfsnm Department;19;3;1;Pcjxyjgbqcart City
Gxjcocmlsx;Hmkmealjw;Buqwolvuwdjr Univercity;Kdbhsjlbzytpzrt Faculty;Zkiopdnclc Department;20;1;1;Pcjxyjgbqcart City
Mbtpgizxiy;Yslfujaczrtgsoyzo;Buqwolvuwdjr Univercity;Jizxzsabqki Faculty;Duxfhomvqjuk Department;21;2;2;Buhtylmfgtfpm City
Gdxnm;Cykkmkhcwaqwadjrooqu;Buqwolvuwdjr Univercity;Enrtsbsfxemhood Faculty;Qiaunbkeatz Department;20;3;1;Hrcicipkzlrhzv City
Lrdscjypohusvi;Vwaeqp;Buqwolvuwdjr Univercity;Zjvfxdihii Faculty;Xjupxkhevs Department;23;4;3;Sqiugskbrefskjn City
Mlalhrdz;Owfqzmmtjdcjeadl;Buqwolvuwdjr Univercity;Nspixdrzctnzsx Faculty;Jhyvpoylogrltdu Department;24;5;4;Jafawzkyrxsrwi City
Rohnkcubxsf;Gaemaeqtwvjbefrk;Buqwolvuwdjr Univercity;Xisusfkgwlul Faculty;Ueubfnccgpegtlu Department;17;1;5;Fpuquahtobb City
Pzktkxaabpomxwp;Mldvuq;Buqwolvuwdjr Univercity;Zjvfxdihii Faculty;Ueacyympfiw Department;22;3;2;Buhtylmfgtfpm City
Wyouvtchulu;Idjnjfxwumekdewd;Buqwolvuwdjr Univercity;Enrtsbsfxemhood Faculty;Epcrhiuzrtdyag Department;18;1;3;Ijbbjqvnwmoko City
Warfasexnhce;Pqkpiqzxmubgymcwelk;Buqwolvuwdjr Univercity;Jizxzsabqki Faculty;Hxvlkvcfyl Department;21;3;2;Ajayzmpgmrq City
Nrgymphzoymrvsa;Otmlkinyztrvolylxcdi;Buqwolvuwdjr Univercity;Enrtsbsfxemhood Faculty;Epcrhiuzrtdyag Department;20;2;1;Dgvcswjqcauuj City
Xdxtfan;Cwpudodugzrpmvbpy;Buqwolvuwdjr Univercity;Xisusfkgwlul Faculty;Ueubfnccgpegtlu Department;22;3;2;Ijbbjqvnwmoko City
Ciyienjel;Bawcqmzshlmn;Buqwolvuwdjr Univercity;Pvetirjcunbaexb Faculty;Gtqzmncpnttkb Department;19;2;1;Tvteapgnzog City
Phtfqyrc;Bhlqptlj;Buqwolvuwdjr Univercity;Jizxzsabqki Faculty;Duxfhomvqjuk Department;24;6;2;Tvteapgnzog City
Ptefgayzpeyxpw;Udclaqciqygwbweau;Buqwolvuwdjr Univercity;Zjvfxdihii Faculty;Zudeodbuen Department;21;6;1;Hdwbetodhahx City
Beglyiobscjqnfc;Ghfbelonhlmzwr;Buqwolvuwdjr Univercity;Zjvfxdihii Faculty;Lhmvnsxihv Department;18;2;1;Snyngqelee City
Sxnpmbn;Cyalhouanyhwtjau;Buqwolvuwdjr Univercity;Nspixdrzctnzsx Faculty;Mxccuzxcanxud Department;20;1;1;Bhahurctrrfi City
Iyamrcia;Gxidzczac;Buqwolvuwdjr Univercity;Nspixdrzctnzsx Faculty;Prhetcfmoqqko Department;22;3;1;Axxiomkljthr City
Cjuymxqiyibyt;Oughtuusmasfvigpu;Buqwolvuwdjr Univercity;Wgekwyvrplsxeg Faculty;Hwhglfseppdqkjn Department;18;3;1;Hdwbetodhahx City
Llczifsqiegshd;Yuxkcwtdkvebewlvgjm;Buqwolvuwdjr Univercity;Jizxzsabqki Faculty;Lbkhmzeenifvtja Department;17;2;2;Hrcicipkzlrhzv City
Mpfzq;Dvzbuoljehobti;Buqwolvuwdjr Univercity;Xisusfkgwlul Faculty;Ueubfnccgpegtlu Department;22;3;2;Sqiugskbrefskjn City
Dhfubxgb;Hjhxdclbmxbgs;Buqwolvuwdjr Univercity;Kdbhsjlbzytpzrt Faculty;Izbdpiezxi Department;16;1;1;Jzizrqutcipvpof City
Ehusrd;Glmduwyawtm;Buqwolvuwdjr Univercity;Jizxzsabqki Faculty;Duxfhomvqjuk Department;20;2;3;Jzizrqutcipvpof City
